id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual,receita_bruta,valor_desconto,receita_liquida,custo_total,margem_bruta,margem_percentual
15403,110158,2024-01-12,9,3,2,1,72.44,27.27,0.1,72.44,7.24,65.2,27.27,37.93,0.5817
16425,110839,2024-01-12,1,4,4,1,65.81,23.79,0.05,65.81,3.29,62.52,23.79,38.73,0.6195
16426,110839,2024-01-12,8,4,4,1,50.68,18.59,0.05,50.68,2.53,48.15,18.59,29.56,0.6139
16427,110839,2024-01-12,3,4,4,1,52.74,18.85,0.0,52.74,0.0,52.74,18.85,33.89,0.6426
17760,111701,2024-01-12,15,1,1,1,58.74,21.5,0.15,58.74,8.81,49.93,21.5,28.43,0.5694
17976,111851,2024-01-12,10,1,5,1,65.77,21.47,0.0,65.77,0.0,65.77,21.47,44.3,0.6736
18763,112373,2024-01-12,12,3,3,3,84.19,26.03,0.05,252.57,12.63,239.94,78.09,161.85,0.6745
19666,112971,2024-01-12,11,1,2,1,44.43,12.43,0.1,44.43,4.44,39.99,12.43,27.56,0.6892
3559,102384,2024-01-13,3,2,3,1,56.15,19.04,0.05,56.15,2.81,53.34,19.04,34.3,0.643
3560,102384,2024-01-13,12,2,3,1,85.59,27.05,0.05,85.59,4.28,81.31,27.05,54.26,0.6673
4021,102666,2024-01-13,13,2,4,1,58.11,19.25,0.1,58.11,5.81,52.3,19.25,33.05,0.6319
5021,103343,2024-01-13,13,2,5,2,57.9,19.41,0.05,115.8,5.79,110.01,38.82,71.19,0.6471
9247,106123,2024-01-13,14,3,2,1,27.89,9.54,0.0,27.89,0.0,27.89,9.54,18.35,0.6579
9248,106123,2024-01-13,8,3,2,1,53.28,19.01,0.0,53.28,0.0,53.28,19.01,34.27,0.6432
9249,106123,2024-01-13,11,3,2,2,44.54,12.38,0.1,89.08,8.91,80.17,24.76,55.41,0.6912
9250,106123,2024-01-13,3,3,2,1,52.26,18.64,0.1,52.26,5.23,47.03,18.64,28.39,0.6037
12706,108413,2024-01-13,2,4,5,1,116.93,41.16,0.05,116.93,5.85,111.08,41.16,69.92,0.6295
12707,108413,2024-01-13,1,4,5,2,70.04,24.35,0.0,140.08,0.0,140.08,48.7,91.38,0.6523
12708,108413,2024-01-13,6,4,5,1,79.32,29.91,0.05,79.32,3.97,75.35,29.91,45.44,0.6031
13190,108723,2024-01-13,13,3,5,1,57.91,19.1,0.0,57.91,0.0,57.91,19.1,38.81,0.6702
17488,111528,2024-01-13,15,1,3,1,57.07,20.4,0.1,57.07,5.71,51.36,20.4,30.96,0.6028
17489,111528,2024-01-13,8,1,3,1,53.26,18.22,0.0,53.26,0.0,53.26,18.22,35.04,0.6579
19379,112785,2024-01-13,12,4,5,2,86.43,26.96,0.0,172.86,0.0,172.86,53.92,118.94,0.6881
277,100176,2024-01-14,15,4,5,2,59.75,21.14,0.0,119.5,0.0,119.5,42.28,77.22,0.6462
278,100176,2024-01-14,8,4,5,1,50.09,18.77,0.0,50.09,0.0,50.09,18.77,31.32,0.6253
279,100176,2024-01-14,2,4,5,1,121.13,42.88,0.05,121.13,6.06,115.07,42.88,72.19,0.6274
1635,101091,2024-01-14,5,1,4,1,95.39,36.92,0.15,95.39,14.31,81.08,36.92,44.16,0.5446
7157,104752,2024-01-14,6,4,4,2,77.8,30.09,0.0,155.6,0.0,155.6,60.18,95.42,0.6132
7158,104752,2024-01-14,11,4,4,1,42.03,12.36,0.0,42.03,0.0,42.03,12.36,29.67,0.7059
7159,104752,2024-01-14,5,4,4,3,102.04,38.87,0.0,306.12,0.0,306.12,116.61,189.51,0.6191
7486,104975,2024-01-14,11,1,2,3,46.6,12.28,0.1,139.8,13.98,125.82,36.84,88.98,0.7072
7487,104975,2024-01-14,12,1,2,1,84.2,25.78,0.05,84.2,4.21,79.99,25.78,54.21,0.6777
7584,105033,2024-01-14,15,2,2,1,57.63,20.8,0.0,57.63,0.0,57.63,20.8,36.83,0.6391
7585,105033,2024-01-14,12,2,2,1,87.4,26.09,0.1,87.4,8.74,78.66,26.09,52.57,0.6683
8339,105527,2024-01-14,4,3,5,2,87.24,30.69,0.1,174.48,17.45,157.03,61.38,95.65,0.6091
10671,107057,2024-01-14,6,3,5,1,80.59,29.28,0.05,80.59,4.03,76.56,29.28,47.28,0.6176
11369,107527,2024-01-14,3,1,4,2,53.49,18.88,0.15,106.98,16.05,90.93,37.76,53.17,0.5847
11757,107787,2024-01-14,13,2,4,2,59.52,19.22,0.05,119.04,5.95,113.09,38.44,74.65,0.6601
15281,110085,2024-01-14,11,2,3,1,44.99,12.48,0.1,44.99,4.5,40.49,12.48,28.01,0.6918
16066,110592,2024-01-14,3,5,1,1,53.88,18.37,0.2,53.88,10.78,43.1,18.37,24.73,0.5738
18140,111966,2024-01-14,4,3,5,1,83.63,30.38,0.0,83.63,0.0,83.63,30.38,53.25,0.6367
18141,111966,2024-01-14,12,3,5,2,87.12,26.44,0.05,174.24,8.71,165.53,52.88,112.65,0.6805
19696,112992,2024-01-14,5,5,4,2,102.43,38.66,0.15,204.86,30.73,174.13,77.32,96.81,0.556
19697,112992,2024-01-14,7,5,4,1,50.76,16.98,0.2,50.76,10.15,40.61,16.98,23.63,0.5819
20348,113425,2024-01-14,11,1,3,1,46.11,12.83,0.15,46.11,6.92,39.19,12.83,26.36,0.6726
20349,113425,2024-01-14,13,1,3,1,58.0,18.91,0.05,58.0,2.9,55.1,18.91,36.19,0.6568
21912,114467,2024-01-14,7,2,4,1,47.08,16.88,0.0,47.08,0.0,47.08,16.88,30.2,0.6415
21913,114467,2024-01-14,10,2,4,1,61.36,21.74,0.05,61.36,3.07,58.29,21.74,36.55,0.627
22716,114989,2024-01-14,12,2,5,1,80.07,26.1,0.0,80.07,0.0,80.07,26.1,53.97,0.674
3626,102426,2024-01-15,13,2,2,1,57.84,18.66,0.0,57.84,0.0,57.84,18.66,39.18,0.6774
3627,102426,2024-01-15,12,2,2,1,86.53,26.0,0.0,86.53,0.0,86.53,26.0,60.53,0.6995
3628,102426,2024-01-15,7,2,2,1,48.94,16.51,0.0,48.94,0.0,48.94,16.51,32.43,0.6626
3894,102584,2024-01-15,11,3,4,1,46.34,12.24,0.1,46.34,4.63,41.71,12.24,29.47,0.7065
6407,104251,2024-01-15,12,1,3,2,86.52,26.52,0.15,173.04,25.96,147.08,53.04,94.04,0.6394
6408,104251,2024-01-15,5,1,3,1,94.75,38.71,0.1,94.75,9.48,85.27,38.71,46.56,0.546
6849,104548,2024-01-15,6,1,5,1,79.49,30.85,0.0,79.49,0.0,79.49,30.85,48.64,0.6119
6991,104650,2024-01-15,14,4,3,1,29.28,9.73,0.05,29.28,1.46,27.82,9.73,18.09,0.6503
6992,104650,2024-01-15,4,4,3,1,84.88,31.07,0.05,84.88,4.24,80.64,31.07,49.57,0.6147
6993,104650,2024-01-15,12,4,3,1,79.66,27.21,0.0,79.66,0.0,79.66,27.21,52.45,0.6584
9592,106360,2024-01-15,9,2,4,1,70.95,27.18,0.0,70.95,0.0,70.95,27.18,43.77,0.6169
9593,106360,2024-01-15,8,2,4,1,50.1,18.39,0.1,50.1,5.01,45.09,18.39,26.7,0.5921
9711,106434,2024-01-15,9,3,2,1,76.83,26.96,0.1,76.83,7.68,69.15,26.96,42.19,0.6101
10091,106697,2024-01-15,10,3,5,1,64.42,22.08,0.1,64.42,6.44,57.98,22.08,35.9,0.6192
10904,107214,2024-01-15,13,1,4,1,56.71,19.16,0.1,56.71,5.67,51.04,19.16,31.88,0.6246
11679,107731,2024-01-15,15,5,2,1,61.34,21.54,0.2,61.34,12.27,49.07,21.54,27.53,0.561
12396,108204,2024-01-15,10,4,5,1,62.34,22.47,0.0,62.34,0.0,62.34,22.47,39.87,0.6396
12397,108204,2024-01-15,12,4,5,1,83.13,26.71,0.0,83.13,0.0,83.13,26.71,56.42,0.6787
12841,108500,2024-01-15,14,3,1,2,30.13,9.46,0.0,60.26,0.0,60.26,18.92,41.34,0.686
12842,108500,2024-01-15,10,3,1,2,65.29,21.75,0.0,130.58,0.0,130.58,43.5,87.08,0.6669
12843,108500,2024-01-15,8,3,1,1,53.44,18.65,0.0,53.44,0.0,53.44,18.65,34.79,0.651
13175,108713,2024-01-15,4,2,4,2,84.81,31.35,0.1,169.62,16.96,152.66,62.7,89.96,0.5893
15593,110290,2024-01-15,13,1,5,1,56.96,19.47,0.15,56.96,8.54,48.42,19.47,28.95,0.5979
19865,113102,2024-01-15,13,4,4,1,56.36,18.91,0.0,56.36,0.0,56.36,18.91,37.45,0.6645
20377,113446,2024-01-15,8,2,3,2,53.25,18.99,0.05,106.5,5.32,101.18,37.98,63.2,0.6246
4464,102959,2024-01-16,8,1,3,1,52.59,18.11,0.15,52.59,7.89,44.7,18.11,26.59,0.5949
6637,104410,2024-01-16,1,3,5,1,65.95,24.96,0.0,65.95,0.0,65.95,24.96,40.99,0.6215
6638,104410,2024-01-16,10,3,5,2,61.54,21.49,0.05,123.08,6.15,116.93,42.98,73.95,0.6324
8256,105467,2024-01-16,1,1,3,1,72.67,24.19,0.15,72.67,10.9,61.77,24.19,37.58,0.6084
8257,105467,2024-01-16,12,1,3,1,85.34,26.14,0.05,85.34,4.27,81.07,26.14,54.93,0.6776
9110,106034,2024-01-16,14,5,5,2,28.53,9.49,0.1,57.06,5.71,51.35,18.98,32.37,0.6304
11739,107774,2024-01-16,4,3,4,1,86.04,31.38,0.0,86.04,0.0,86.04,31.38,54.66,0.6353
14268,109415,2024-01-16,14,3,4,1,30.81,9.37,0.05,30.81,1.54,29.27,9.37,19.9,0.6799
16459,110859,2024-01-16,4,2,4,1,89.6,30.59,0.1,89.6,8.96,80.64,30.59,50.05,0.6207
16460,110859,2024-01-16,3,2,4,1,54.82,17.95,0.05,54.82,2.74,52.08,17.95,34.13,0.6553
16823,111091,2024-01-16,12,5,2,1,79.17,25.88,0.1,79.17,7.92,71.25,25.88,45.37,0.6368
17909,111805,2024-01-16,4,1,2,1,83.83,30.94,0.1,83.83,8.38,75.45,30.94,44.51,0.5899
17910,111805,2024-01-16,3,1,2,1,51.73,18.88,0.1,51.73,5.17,46.56,18.88,27.68,0.5945
18488,112185,2024-01-16,3,2,5,1,53.52,18.08,0.1,53.52,5.35,48.17,18.08,30.09,0.6247
18489,112185,2024-01-16,9,2,5,1,76.48,27.15,0.1,76.48,7.65,68.83,27.15,41.68,0.6055
21910,114466,2024-01-16,10,3,4,1,62.34,22.49,0.0,62.34,0.0,62.34,22.49,39.85,0.6392
21911,114466,2024-01-16,9,3,4,2,75.76,27.65,0.05,151.52,7.58,143.94,55.3,88.64,0.6158
4306,102848,2024-01-17,5,4,2,2,96.07,37.83,0.0,192.14,0.0,192.14,75.66,116.48,0.6062
8980,105955,2024-01-17,10,4,4,1,63.24,22.1,0.05,63.24,3.16,60.08,22.1,37.98,0.6322
8981,105955,2024-01-17,3,4,4,2,52.48,18.28,0.0,104.96,0.0,104.96,36.56,68.4,0.6517
10050,106670,2024-01-17,8,3,5,1,53.85,18.98,0.1,53.85,5.39,48.46,18.98,29.48,0.6083
11690,107740,2024-01-17,6,3,1,1,80.06,30.88,0.1,80.06,8.01,72.05,30.88,41.17,0.5714
11784,107804,2024-01-17,3,3,5,1,53.83,18.23,0.05,53.83,2.69,51.14,18.23,32.91,0.6435
11785,107804,2024-01-17,10,3,5,1,65.2,22.25,0.1,65.2,6.52,58.68,22.25,36.43,0.6208
11786,107804,2024-01-17,4,3,5,1,91.48,31.3,0.0,91.48,0.0,91.48,31.3,60.18,0.6578
14674,109676,2024-01-17,2,5,5,1,122.18,42.93,0.15,122.18,18.33,103.85,42.93,60.92,0.5866
16552,110915,2024-01-17,2,3,3,1,116.43,42.31,0.05,116.43,5.82,110.61,42.31,68.3,0.6175
16604,110951,2024-01-17,6,3,4,1,79.79,30.81,0.05,79.79,3.99,75.8,30.81,44.99,0.5935
16605,110951,2024-01-17,8,3,4,1,53.99,18.84,0.1,53.99,5.4,48.59,18.84,29.75,0.6123
19942,113149,2024-01-17,4,5,4,1,89.39,31.68,0.1,89.39,8.94,80.45,31.68,48.77,0.6062
19943,113149,2024-01-17,7,5,4,1,46.93,16.79,0.2,46.93,9.39,37.54,16.79,20.75,0.5527
19944,113149,2024-01-17,1,5,4,1,69.8,24.41,0.15,69.8,10.47,59.33,24.41,34.92,0.5886
19945,113149,2024-01-17,13,5,4,1,60.44,19.31,0.05,60.44,3.02,57.42,19.31,38.11,0.6637
22122,114596,2024-01-17,2,2,4,1,114.33,41.82,0.0,114.33,0.0,114.33,41.82,72.51,0.6342
22123,114596,2024-01-17,12,2,4,1,85.64,26.44,0.0,85.64,0.0,85.64,26.44,59.2,0.6913
22261,114686,2024-01-17,8,3,3,3,50.79,18.83,0.05,152.37,7.62,144.75,56.49,88.26,0.6097
22262,114686,2024-01-17,2,3,3,1,113.79,42.53,0.0,113.79,0.0,113.79,42.53,71.26,0.6262
22263,114686,2024-01-17,7,3,3,1,49.34,17.35,0.05,49.34,2.47,46.87,17.35,29.52,0.6298
535,100345,2024-01-18,1,1,3,1,70.13,24.69,0.1,70.13,7.01,63.12,24.69,38.43,0.6088
1601,101068,2024-01-18,11,5,4,2,44.73,12.56,0.2,89.46,17.89,71.57,25.12,46.45,0.649
1981,101321,2024-01-18,7,5,5,1,51.03,17.04,0.1,51.03,5.1,45.93,17.04,28.89,0.629
2899,101942,2024-01-18,12,3,4,1,79.47,26.98,0.05,79.47,3.97,75.5,26.98,48.52,0.6426
4760,103162,2024-01-18,4,3,4,2,85.96,31.78,0.0,171.92,0.0,171.92,63.56,108.36,0.6303
5728,103799,2024-01-18,11,3,4,2,42.07,12.62,0.1,84.14,8.41,75.73,25.24,50.49,0.6667
5729,103799,2024-01-18,4,3,4,1,91.18,31.54,0.1,91.18,9.12,82.06,31.54,50.52,0.6156
6458,104285,2024-01-18,6,2,4,2,81.77,29.27,0.1,163.54,16.35,147.19,58.54,88.65,0.6023
6459,104285,2024-01-18,5,2,4,1,100.16,37.58,0.0,100.16,0.0,100.16,37.58,62.58,0.6248
11375,107532,2024-01-18,12,3,3,1,85.92,26.26,0.1,85.92,8.59,77.33,26.26,51.07,0.6604
14389,109490,2024-01-18,12,1,5,1,79.68,26.25,0.1,79.68,7.97,71.71,26.25,45.46,0.6339
14393,109492,2024-01-18,2,3,4,1,117.79,42.48,0.05,117.79,5.89,111.9,42.48,69.42,0.6204
14405,109503,2024-01-18,15,3,3,1,61.75,21.18,0.0,61.75,0.0,61.75,21.18,40.57,0.657
19307,112737,2024-01-18,5,5,5,3,94.47,38.7,0.2,283.41,56.68,226.73,116.1,110.63,0.4879
20211,113335,2024-01-18,11,4,3,2,45.01,12.5,0.0,90.02,0.0,90.02,25.0,65.02,0.7223
20212,113335,2024-01-18,2,4,3,1,118.36,41.25,0.05,118.36,5.92,112.44,41.25,71.19,0.6331
20251,113364,2024-01-18,9,5,5,2,77.75,27.61,0.2,155.5,31.1,124.4,55.22,69.18,0.5561
21853,114427,2024-01-18,7,5,4,3,48.65,17.45,0.15,145.95,21.89,124.06,52.35,71.71,0.578
21854,114427,2024-01-18,6,5,4,1,77.1,30.61,0.2,77.1,15.42,61.68,30.61,31.07,0.5037
22671,114954,2024-01-18,4,2,5,1,92.87,31.32,0.0,92.87,0.0,92.87,31.32,61.55,0.6628
22672,114954,2024-01-18,2,2,5,2,114.47,41.01,0.1,228.94,22.89,206.05,82.02,124.03,0.6019
293,100183,2024-01-19,8,2,5,3,51.96,18.09,0.0,155.88,0.0,155.88,54.27,101.61,0.6518
432,100280,2024-01-19,14,5,5,1,29.81,9.37,0.1,29.81,2.98,26.83,9.37,17.46,0.6508
433,100280,2024-01-19,5,5,5,1,94.16,38.36,0.1,94.16,9.42,84.74,38.36,46.38,0.5473
497,100321,2024-01-19,13,2,2,1,56.72,18.78,0.05,56.72,2.84,53.88,18.78,35.1,0.6514
498,100321,2024-01-19,4,2,2,1,92.37,30.49,0.1,92.37,9.24,83.13,30.49,52.64,0.6332
672,100444,2024-01-19,9,1,4,1,71.92,27.27,0.05,71.92,3.6,68.32,27.27,41.05,0.6008
4109,102727,2024-01-19,12,1,5,2,81.95,26.57,0.0,163.9,0.0,163.9,53.14,110.76,0.6758
5288,103523,2024-01-19,12,1,5,1,83.83,25.88,0.15,83.83,12.57,71.26,25.88,45.38,0.6368
6507,104320,2024-01-19,12,1,2,2,79.62,26.61,0.15,159.24,23.89,135.35,53.22,82.13,0.6068
10804,107153,2024-01-19,4,1,3,2,88.97,30.84,0.15,177.94,26.69,151.25,61.68,89.57,0.5922
12332,108167,2024-01-19,15,4,2,1,59.34,21.09,0.05,59.34,2.97,56.37,21.09,35.28,0.6259
12333,108167,2024-01-19,2,4,2,2,119.95,41.17,0.0,239.9,0.0,239.9,82.34,157.56,0.6568
12334,108167,2024-01-19,8,4,2,3,49.39,17.99,0.05,148.17,7.41,140.76,53.97,86.79,0.6166
13032,108623,2024-01-19,13,5,4,1,57.09,18.99,0.2,57.09,11.42,45.67,18.99,26.68,0.5842
13033,108623,2024-01-19,11,5,4,2,42.92,12.86,0.15,85.84,12.88,72.96,25.72,47.24,0.6475
13034,108623,2024-01-19,1,5,4,2,71.94,24.52,0.15,143.88,21.58,122.3,49.04,73.26,0.599
15306,110102,2024-01-19,2,1,4,1,115.01,41.58,0.05,115.01,5.75,109.26,41.58,67.68,0.6194
16525,110897,2024-01-19,7,2,2,1,48.1,17.31,0.0,48.1,0.0,48.1,17.31,30.79,0.6401
16526,110897,2024-01-19,14,2,2,1,28.29,9.6,0.0,28.29,0.0,28.29,9.6,18.69,0.6607
16527,110897,2024-01-19,12,2,2,1,87.05,26.35,0.05,87.05,4.35,82.7,26.35,56.35,0.6814
17761,111702,2024-01-19,3,5,5,1,55.73,18.41,0.05,55.73,2.79,52.94,18.41,34.53,0.6522
20946,113822,2024-01-19,15,5,4,1,56.13,21.15,0.15,56.13,8.42,47.71,21.15,26.56,0.5567
20947,113822,2024-01-19,5,5,4,1,95.91,36.95,0.1,95.91,9.59,86.32,36.95,49.37,0.5719
20993,113852,2024-01-19,3,4,4,4,55.23,18.81,0.0,220.92,0.0,220.92,75.24,145.68,0.6594
21498,114191,2024-01-19,14,2,5,1,28.37,9.31,0.1,28.37,2.84,25.53,9.31,16.22,0.6353
22076,114566,2024-01-19,11,3,4,1,42.6,12.82,0.0,42.6,0.0,42.6,12.82,29.78,0.6991
22273,114692,2024-01-19,7,1,1,2,46.63,17.23,0.1,93.26,9.33,83.93,34.46,49.47,0.5894
1556,101033,2024-01-20,6,3,5,3,78.72,29.5,0.0,236.16,0.0,236.16,88.5,147.66,0.6253
2427,101615,2024-01-20,14,5,1,2,29.71,9.59,0.15,59.42,8.91,50.51,19.18,31.33,0.6203
3250,102170,2024-01-20,12,5,4,1,84.72,27.14,0.2,84.72,16.94,67.78,27.14,40.64,0.5996
7272,104831,2024-01-20,14,1,4,2,30.2,9.42,0.05,60.4,3.02,57.38,18.84,38.54,0.6717
7273,104831,2024-01-20,4,1,4,1,83.93,31.22,0.15,83.93,12.59,71.34,31.22,40.12,0.5624
7344,104878,2024-01-20,12,3,4,1,82.7,26.95,0.1,82.7,8.27,74.43,26.95,47.48,0.6379
7345,104878,2024-01-20,2,3,4,1,121.15,42.62,0.1,121.15,12.12,109.03,42.62,66.41,0.6091
7346,104878,2024-01-20,8,3,4,2,50.47,18.05,0.1,100.94,10.09,90.85,36.1,54.75,0.6026
10995,107277,2024-01-20,5,1,2,1,96.27,38.43,0.15,96.27,14.44,81.83,38.43,43.4,0.5304
11079,107330,2024-01-20,11,2,4,2,42.52,12.35,0.05,85.04,4.25,80.79,24.7,56.09,0.6943
11080,107330,2024-01-20,5,2,4,1,102.49,37.84,0.0,102.49,0.0,102.49,37.84,64.65,0.6308
16105,110619,2024-01-20,5,1,4,3,99.19,37.73,0.05,297.57,14.88,282.69,113.19,169.5,0.5996
17907,111803,2024-01-20,13,3,5,1,61.83,18.46,0.05,61.83,3.09,58.74,18.46,40.28,0.6857
18249,112037,2024-01-20,5,2,4,1,96.4,38.38,0.05,96.4,4.82,91.58,38.38,53.2,0.5809
18250,112037,2024-01-20,8,2,4,1,53.49,18.05,0.0,53.49,0.0,53.49,18.05,35.44,0.6626
18251,112037,2024-01-20,15,2,4,1,57.1,21.57,0.1,57.1,5.71,51.39,21.57,29.82,0.5803
18252,112037,2024-01-20,1,2,4,2,65.44,23.92,0.05,130.88,6.54,124.34,47.84,76.5,0.6152
34,100023,2024-01-21,4,1,5,1,92.19,31.19,0.15,92.19,13.83,78.36,31.19,47.17,0.602
35,100023,2024-01-21,8,1,5,1,51.37,18.42,0.0,51.37,0.0,51.37,18.42,32.95,0.6414
1055,100701,2024-01-21,3,2,3,1,53.34,18.11,0.05,53.34,2.67,50.67,18.11,32.56,0.6426
1056,100701,2024-01-21,13,2,3,1,58.6,18.85,0.1,58.6,5.86,52.74,18.85,33.89,0.6426
1187,100782,2024-01-21,11,4,2,1,44.57,12.31,0.0,44.57,0.0,44.57,12.31,32.26,0.7238
1451,100961,2024-01-21,7,4,2,1,49.79,16.99,0.0,49.79,0.0,49.79,16.99,32.8,0.6588
4267,102824,2024-01-21,14,1,4,1,28.19,9.57,0.05,28.19,1.41,26.78,9.57,17.21,0.6426
8335,105524,2024-01-21,5,4,4,2,103.88,37.69,0.0,207.76,0.0,207.76,75.38,132.38,0.6372
8336,105524,2024-01-21,11,4,4,1,45.17,12.49,0.0,45.17,0.0,45.17,12.49,32.68,0.7235
9983,106621,2024-01-21,6,3,4,2,76.35,30.02,0.05,152.7,7.64,145.06,60.04,85.02,0.5861
13134,108688,2024-01-21,1,1,2,1,69.28,24.48,0.15,69.28,10.39,58.89,24.48,34.41,0.5843
13135,108688,2024-01-21,8,1,2,1,52.52,18.29,0.0,52.52,0.0,52.52,18.29,34.23,0.6518
13487,108914,2024-01-21,9,5,3,3,72.6,26.81,0.05,217.8,10.89,206.91,80.43,126.48,0.6113
15875,110466,2024-01-21,8,1,5,1,51.27,18.52,0.0,51.27,0.0,51.27,18.52,32.75,0.6388
15876,110466,2024-01-21,13,1,5,2,58.8,18.54,0.0,117.6,0.0,117.6,37.08,80.52,0.6847
20468,113502,2024-01-21,4,2,2,1,93.32,31.73,0.1,93.32,9.33,83.99,31.73,52.26,0.6222
20469,113502,2024-01-21,7,2,2,1,49.61,16.57,0.1,49.61,4.96,44.65,16.57,28.08,0.6289
21733,114353,2024-01-21,14,5,2,2,28.07,9.57,0.1,56.14,5.61,50.53,19.14,31.39,0.6212
21734,114353,2024-01-21,1,5,2,1,65.17,24.55,0.1,65.17,6.52,58.65,24.55,34.1,0.5814
2939,101967,2024-01-22,5,4,2,2,102.28,37.92,0.05,204.56,10.23,194.33,75.84,118.49,0.6097
5879,103893,2024-01-22,7,1,5,1,50.98,17.31,0.05,50.98,2.55,48.43,17.31,31.12,0.6426
6642,104413,2024-01-22,3,3,4,1,54.3,18.43,0.05,54.3,2.72,51.58,18.43,33.15,0.6427
7256,104819,2024-01-22,8,3,4,1,49.86,18.55,0.0,49.86,0.0,49.86,18.55,31.31,0.628
7415,104928,2024-01-22,3,1,4,2,53.96,18.25,0.1,107.92,10.79,97.13,36.5,60.63,0.6242
7416,104928,2024-01-22,14,1,4,3,28.25,9.39,0.0,84.75,0.0,84.75,28.17,56.58,0.6676
7684,105096,2024-01-22,10,2,4,2,62.57,21.47,0.0,125.14,0.0,125.14,42.94,82.2,0.6569
11020,107296,2024-01-22,8,2,5,3,49.44,17.98,0.0,148.32,0.0,148.32,53.94,94.38,0.6363
11021,107296,2024-01-22,3,2,5,1,53.8,18.93,0.0,53.8,0.0,53.8,18.93,34.87,0.6481
11491,107612,2024-01-22,5,2,4,1,100.96,38.54,0.0,100.96,0.0,100.96,38.54,62.42,0.6183
12562,108319,2024-01-22,8,4,3,1,49.26,18.24,0.0,49.26,0.0,49.26,18.24,31.02,0.6297
12563,108319,2024-01-22,9,4,3,3,73.14,26.7,0.05,219.42,10.97,208.45,80.1,128.35,0.6157
12810,108481,2024-01-22,2,2,4,1,116.06,41.01,0.0,116.06,0.0,116.06,41.01,75.05,0.6466
16163,110656,2024-01-22,1,2,5,1,70.22,24.12,0.1,70.22,7.02,63.2,24.12,39.08,0.6184
16164,110656,2024-01-22,6,2,5,2,82.66,29.68,0.05,165.32,8.27,157.05,59.36,97.69,0.622
19533,112889,2024-01-22,7,1,3,1,48.34,16.68,0.0,48.34,0.0,48.34,16.68,31.66,0.6549
19534,112889,2024-01-22,15,1,3,3,58.67,20.81,0.15,176.01,26.4,149.61,62.43,87.18,0.5827
19535,112889,2024-01-22,3,1,3,1,52.7,18.2,0.0,52.7,0.0,52.7,18.2,34.5,0.6546
21859,114431,2024-01-22,15,1,1,1,60.39,20.97,0.0,60.39,0.0,60.39,20.97,39.42,0.6528
148,100095,2024-01-23,14,2,2,1,28.23,9.37,0.05,28.23,1.41,26.82,9.37,17.45,0.6506
149,100095,2024-01-23,4,2,2,1,86.41,31.33,0.1,86.41,8.64,77.77,31.33,46.44,0.5971
1048,100694,2024-01-23,3,1,4,1,52.45,18.81,0.05,52.45,2.62,49.83,18.81,31.02,0.6225
2375,101579,2024-01-23,1,1,4,2,71.35,24.08,0.0,142.7,0.0,142.7,48.16,94.54,0.6625
3922,102603,2024-01-23,14,3,4,1,28.31,9.38,0.0,28.31,0.0,28.31,9.38,18.93,0.6687
5281,103520,2024-01-23,7,3,4,1,49.56,17.49,0.05,49.56,2.48,47.08,17.49,29.59,0.6285
5282,103520,2024-01-23,15,3,4,1,61.47,20.58,0.0,61.47,0.0,61.47,20.58,40.89,0.6652
5283,103520,2024-01-23,3,3,4,1,54.22,18.84,0.05,54.22,2.71,51.51,18.84,32.67,0.6342
5284,103520,2024-01-23,9,3,4,1,75.37,27.08,0.1,75.37,7.54,67.83,27.08,40.75,0.6008
10796,107147,2024-01-23,15,2,5,1,58.34,20.94,0.1,58.34,5.83,52.51,20.94,31.57,0.6012
11145,107372,2024-01-23,15,5,4,1,57.97,21.0,0.2,57.97,11.59,46.38,21.0,25.38,0.5472
11875,107864,2024-01-23,3,4,4,2,51.83,18.83,0.05,103.66,5.18,98.48,37.66,60.82,0.6176
13717,109062,2024-01-23,8,5,2,1,50.98,18.48,0.15,50.98,7.65,43.33,18.48,24.85,0.5735
13718,109062,2024-01-23,3,5,2,1,52.83,18.44,0.15,52.83,7.92,44.91,18.44,26.47,0.5894
13719,109062,2024-01-23,4,5,2,1,91.79,30.26,0.05,91.79,4.59,87.2,30.26,56.94,0.653
15596,110293,2024-01-23,9,1,4,2,74.9,27.31,0.1,149.8,14.98,134.82,54.62,80.2,0.5949
17802,111728,2024-01-23,12,4,4,2,85.43,25.98,0.05,170.86,8.54,162.32,51.96,110.36,0.6799
17803,111728,2024-01-23,5,4,4,1,94.92,38.21,0.0,94.92,0.0,94.92,38.21,56.71,0.5975
17995,111865,2024-01-23,12,2,5,1,84.86,27.11,0.05,84.86,4.24,80.62,27.11,53.51,0.6637
17996,111865,2024-01-23,8,2,5,1,54.73,18.35,0.1,54.73,5.47,49.26,18.35,30.91,0.6275
19063,112585,2024-01-23,11,3,2,1,42.54,12.16,0.05,42.54,2.13,40.41,12.16,28.25,0.6991
20478,113507,2024-01-23,8,4,4,1,53.06,18.06,0.05,53.06,2.65,50.41,18.06,32.35,0.6417
21128,113940,2024-01-23,2,1,4,1,122.71,41.71,0.05,122.71,6.14,116.57,41.71,74.86,0.6422
21129,113940,2024-01-23,4,1,4,2,84.56,31.26,0.1,169.12,16.91,152.21,62.52,89.69,0.5893
594,100390,2024-01-24,3,1,5,1,54.26,18.88,0.15,54.26,8.14,46.12,18.88,27.24,0.5906
